Variable,Type,NumUniqueValues,Variable_Type,Num Unique Values,Non Missing,Missing_N,Missing_P,Above 0,Positive Above 0,Negative Above 0,Precision,Above0_Diff,Above0_P,Positive Above0_P,Negative Above0_P,Mean,Positive Mean,Negative Mean,Percentage Mean Difference,Correlation,Abs_Correlation,p-value,p-value corrected,Diagnostic Odds,Positive Min,Positive P10,Positive P25,Positive P50,Positive P75,Positive P90,Positive Max,Negative Min,Negative P10,Negative P25,Negative P50,Negative P75,Negative P90,Negative Max
c84075_claim_cnt,numerical,25,NA,25,70883,0,0,1514,74,1440,0.0488771466314399,0.0025787096715535647,0.021359141119873595,0.023824855119124275,0.02124614544757071,0.04055979571970712,0.04700579523502898,0.04026439647668088,0.16620889328277844,0.00369,0.00369,0.32618,0.5638467132602947,1.1243353305482262,0,0,0,0,0,0,13,0,0,0,0,0,0,30
c84075_flag,numerical,2,NA,2,70883,0,0,1514,74,1440,0.0488771466314399,0.0025787096715535647,0.021359141119873595,0.023824855119124275,0.02124614544757071,0.021359141119873595,0.023824855119124275,0.02124614544757071,0.12073096277987537,0.00365,0.00365,0.33105,0.5700239932254423,1.1243353305482262,0,0,0,0,0,0,1,0,0,0,0,0,0,1
c84075_index_max_dd,numerical,467,Date_Difference,467,1514,69369,0.9786408588801264,1213,59,1154,0.048639736191261336,0.001969067701577048,0.017112706854958172,0.018995492594977462,0.017026424893400414,149.4993394980185,171.72972972972974,148.35694444444445,0.1563403916282525,0.02642,0.02642,0.30431,0.5398287126793331,0.9748122472559214,0,0,6.5,97.5,294.75,453.9000000000001,700,0,0,4,49,241.25,481.2000000000003,730
c84075_index_min_dd,numerical,555,Date_Difference,555,1514,69369,0.9786408588801264,1284,63,1221,0.04906542056074766,0.002268361773997283,0.018114357462297025,0.020283322601416614,0.01801496082741933,216.49075297225892,262.86486486486484,214.10763888888889,0.22521620580359705,0.0427,0.0427,0.09673,0.2586439216832262,1.0272503908867545,0,0,23.75,212,460,628.9000000000001,722,0,0,13,113,391.25,601,730
c84075_max_min_dd,numerical,276,Date_Difference,276,1514,69369,0.9786408588801264,400,23,377,0.0575,0.0018426636247097254,0.0056431020131766435,0.0074050225370251126,0.005562358912315387,66.99141347424042,91.13513513513513,65.75069444444445,0.3789208105073275,0.02606,0.02606,0.31096,0.5480835901386749,1.2715972330576795,0,0,0,0,66.75,471.80000000000007,721,0,0,0,0,10,273.10000000000014,728
c84100_claim_cnt,numerical,31,NA,31,70883,0,0,3263,150,3113,0.04596996628869139,0.002363589978768385,0.046033604672488466,0.04829362524146812,0.04593003526269974,0.10257748684451844,0.10753380553766903,0.1023503548401375,0.050532050033437914,0.00247,0.00247,0.5115,0.7287799750856431,1.0540719936953027,0,0,0,0,0,0,16,0,0,0,0,0,0,82
c84100_flag,numerical,2,NA,2,70883,0,0,3263,150,3113,0.04596996628869139,0.002363589978768385,0.046033604672488466,0.04829362524146812,0.04593003526269974,0.046033604672488466,0.04829362524146812,0.04593003526269974,0.05134488154000596,0.00231,0.00231,0.53878,0.7473979684657368,1.0540719936953027,0,0,0,0,0,0,1,0,0,0,0,0,0,1
c84100_index_max_dd,numerical,643,Date_Difference,643,3263,67620,0.9539663953275115,2560,110,2450,0.04296875,7.326306191374268e-4,0.036115852884330515,0.03541532517707663,0.036147955796214055,161.4983144345694,133.91333333333333,162.82749759074846,0.17903694139872667,-0.03723,0.03723,0.03344,0.12103481012658227,0.7441836734693877,0,0,0,38.5,182,481.79999999999995,729,0,0,5,67,270,504.8000000000002,730
c84100_index_min_dd,numerical,697,Date_Difference,697,3263,67620,0.9539663953275115,2741,120,2621,0.04377964246625319,3.603537493857001e-5,0.038669356545292945,0.038634900193174504,0.038670935568113074,248.20839718050874,232.82666666666665,248.94956633472535,0.06495710802376024,-0.02219,0.02219,0.2051,0.4211546229802513,0.7508584509729112,0,0,8,119,475.5,638.5,729,0,0,20,172,459,635.8000000000002,730
c84100_max_min_dd,numerical,481,Date_Difference,481,3263,67620,0.9539663953275115,1148,60,1088,0.05226480836236934,0.0032648068695338255,0.016195702777816966,0.019317450096587252,0.016052643227053427,86.71008274593932,98.91333333333333,86.12206874397687,0.14751761484111237,0.02222,0.02222,0.20442,0.4203242696629213,1.2408088235294117,0,0,0,0,111.25,482.1,587,0,0,0,0,66,377,729
c84132_claim_cnt,numerical,26,NA,26,70883,0,0,1720,63,1657,0.03662790697674419,0.004164498930961626,0.024265338656659564,0.020283322601416614,0.02444782153237824,0.04645683732347671,0.04249839021249195,0.04663824011095209,0.0891117462352111,-0.00549,0.00549,0.14401,0.338296875,0.8261310275906534,0,0,0,0,0,0,13,0,0,0,0,0,0,30
c84132_flag,numerical,2,NA,2,70883,0,0,1720,63,1657,0.03662790697674419,0.004164498930961626,0.024265338656659564,0.020283322601416614,0.02444782153237824,0.024265338656659564,0.020283322601416614,0.02444782153237824,0.1716233591414843,-0.00554,0.00554,0.14023,0.33209006211180125,0.8261310275906534,0,0,0,0,0,0,1,0,0,0,0,0,0,1
c84132_index_max_dd,numerical,577,Date_Difference,577,1720,69163,0.9757346613433404,1494,54,1440,0.03614457831325301,0.003860440360642186,0.02107698601921476,0.017385705086928525,0.02124614544757071,206.5174418604651,229.53968253968253,205.64212432106217,0.11571690024500161,0.01673,0.01673,0.48796,0.7109608280254778,0.9041666666666666,0,0,14.5,171,385.5,601.8,720,0,0,15,125,364,558.4000000000001,729
c84132_index_min_dd,numerical,617,Date_Difference,617,1720,69163,0.9757346613433404,1552,59,1493,0.03801546391752577,0.0030326290392052244,0.021895235811125374,0.018995492594977462,0.022028121634182687,267.928488372093,305.968253968254,266.4821967410984,0.14737535925003334,0.03723,0.03723,0.12277,0.30465284552845523,1.6202277294038847,0,15.6,108.5,307,483.5,606.4,720,0,1,35,211,467,634,730
c84132_max_min_dd,numerical,283,Date_Difference,283,1720,69163,0.9757346613433404,428,21,407,0.04906542056074766,7.561205913324274e-4,0.0060381191540990085,0.006761107533805538,0.00600498694247311,61.41104651162791,76.42857142857143,60.84007242003621,0.25383868040066065,0.03488,0.03488,0.14817,0.34293996461071796,1.5356265356265357,0,0,0,0,12.5,383.6,589,0,0,0,0,0,265.8000000000002,728
c84153_claim_cnt,numerical,32,NA,32,70883,0,0,28020,1445,26575,0.051570306923625985,0.07313392644475991,0.3952992960230239,0.46522858982614296,0.39209466338138305,1.143264252359522,1.7720540888602705,1.1144488543311153,0.5751996821137011,0.04242,0.04242,0,0,1.348786589361496,0,0,0,0,2,6,24,0,0,0,0,1,4,32
c84153_flag,numerical,2,NA,2,70883,0,0,28020,1445,26575,0.051570306923625985,0.07313392644475991,0.3952992960230239,0.46522858982614296,0.39209466338138305,0.3952992960230239,0.46522858982614296,0.39209466338138305,0.1850089974369706,0.03062,0.03062,0,0,1.348786589361496,0,0,0,0,1,1,1,0,0,0,0,1,1,1
c84153_index_max_dd,numerical,730,Date_Difference,730,28020,42863,0.6047007039769762,21664,1057,20607,0.048790620384047266,0.03626788528620539,0.305630405033647,0.3403090792015454,0.30404119391534,106.19336188436831,82.44705882352942,107.48455315145814,0.23577268751686684,-0.04457,0.04457,0,0,0.7889642144421948,0,0,0,17,80,293,720,0,0,3,30,128,369,730
c84153_index_min_dd,numerical,732,Date_Difference,732,28020,42863,0.6047007039769762,25115,1273,23842,0.05068684053354569,0.058080649715245014,0.3543162676523285,0.4098518995492595,0.3517712498340145,306.84132762312635,336.81176470588235,305.21170272812793,0.1029850255913596,0.02262,0.02262,1.5e-4,0.0013948170731707316,0.848392664498647,0,0,49,337,608,682,730,0,0,46,261,563,673,730
c84153_max_min_dd,numerical,732,Date_Difference,732,28020,42863,0.6047007039769762,16071,975,15096,0.060668284487586335,0.09117813929417654,0.22672573113440458,0.3139085640695428,0.22273042477536628,200.64796573875802,254.36470588235295,197.7271495766698,0.2822732645065775,0.05447,0.05447,0,0,1.577425751784325,0,0,0,178,500,645,730,0,0,0,65,385,597,730
c84154_claim_cnt,numerical,16,NA,16,70883,0,0,3239,102,3137,0.031491200987959246,0.013444472522627586,0.045695018551697865,0.032839665164198326,0.04628413768682591,0.06964998659763272,0.05634256278171281,0.07025982265370258,0.19981712203894078,-0.01319,0.01319,4.4e-4,0.0035315789473684216,0.699660043117518,0,0,0,0,0,0,13,0,0,0,0,0,0,21
c84154_flag,numerical,2,NA,2,70883,0,0,3239,102,3137,0.031491200987959246,0.013444472522627586,0.045695018551697865,0.032839665164198326,0.04628413768682591,0.045695018551697865,0.032839665164198326,0.04628413768682591,0.2942218418713835,-0.01318,0.01318,4.5e-4,0.003605516637478109,0.699660043117518,0,0,0,0,0,0,1,0,0,0,0,0,0,1
c84154_index_max_dd,numerical,661,Date_Difference,661,3239,67644,0.9543049814483021,3067,95,2972,0.030974894033257254,0.013263720868028624,0.043268484686031915,0.030585962652929812,0.043849683520958437,193.97931460327263,216.30392156862746,193.2534268409308,0.11882965343412838,0.01505,0.01505,0.39194,0.6313822183098592,0.753460872909056,0,6.300000000000004,31.25,187.5,333.25,552.2000000000002,685,0,9.600000000000023,41,115,301,508,729
c84154_index_min_dd,numerical,702,Date_Difference,702,3239,67644,0.9543049814483021,3114,95,3019,0.03050738599871548,0.01395717144860906,0.043931549172580166,0.030585962652929812,0.04454313410153887,259.29916640938563,289.96078431372547,258.30219955371376,0.12209289061125878,0.0218,0.0218,0.21479,0.43403897968197885,0.5304500070979038,0,15.70000000000001,67.75,260.5,489.5,629.5000000000001,722,0,20,63,192,440,620,729
c84154_max_min_dd,numerical,436,Date_Difference,436,3239,67644,0.9543049814483021,825,25,800,0.030303030303030304,0.0037544765972945954,0.011638897902176827,0.008048937540244688,0.011803414137539284,65.319851806113,73.65686274509804,65.04877271278292,0.13178367363518,-0.00112,0.00112,0.94925,0.9706792020563255,0.9484577922077921,0,0,0,0,0,347.8000000000001,697,0,0,0,0,7,283,713
c84165_claim_cnt,numerical,6,NA,6,70883,0,0,1226,53,1173,0.0432300163132137,2.430083938482347e-4,0.01729610767038641,0.01706374758531874,0.017306755979166973,0.020907692958819463,0.022858982614294913,0.02081827168508491,0.09760574412631076,-3.4e-4,3.4e-4,0.92873000000000006,0.9630722297756626,0.9857149997668359,0,0,0,0,0,0,4,0,0,0,0,0,0,5
c84165_flag,numerical,2,NA,2,70883,0,0,1226,53,1173,0.0432300163132137,2.430083938482347e-4,0.01729610767038641,0.01706374758531874,0.017306755979166973,0.01729610767038641,0.01706374758531874,0.017306755979166973,0.014049889054767064,-3.8e-4,3.8e-4,0.91909,0.960008390410959,0.9857149997668359,0,0,0,0,0,0,1,0,0,0,0,0,0,1
c84165_index_max_dd,numerical,386,Date_Difference,386,1226,69657,0.9827038923296136,966,43,923,0.044513457556935816,2.2598350803491526e-4,0.013628091361821594,0.013844172569220863,0.013618189061185948,138.71615008156607,218.77358490566039,135.0988917306053,0.6032080123752986,0.0625,0.0625,0.02865,0.10849069478908188,1.1646803900325027,0,0,7,150,384,549.8,716,0,0,3,29,205,466,730
c84165_index_min_dd,numerical,402,Date_Difference,402,1226,69657,0.9827038923296136,975,43,932,0.0441025641025641,9.319509898759841e-5,0.013755061157118068,0.013844172569220863,0.013750977470233265,148.42332789559543,236.22641509433961,144.45609548167093,0.6183011856277886,0.06614,0.06614,0.02056,0.08390900981266726,1.1119098712446354,0,0,7,184,398,558,716,0,0,4,32,228,490.79999999999995,730
c84165_max_min_dd,numerical,56,Date_Difference,56,1226,69657,0.9827038923296136,63,3,60,0.047619047619047616,8.061644451391628e-5,8.887885670753213e-4,9.658725048293626e-4,8.852560603154463e-4,9.707177814029365,17.452830188679247,9.357203751065644,0.833983531847263,0.00595,0.00595,0.83503,0.9138305661729575,1.113,0,0,0,0,0,0,541,0,0,0,0,0,0,710
c84270_claim_cnt,numerical,18,NA,18,70883,0,0,1090,64,1026,0.05871559633027523,0.00546740147163227,0.015377452985906353,0.0206052801030264,0.01513787863139413,0.028116755780652626,0.041532517707662586,0.02750195494046653,0.49901072786109285,0.0091,0.0091,0.01535,0.06769942196531792,1.36877221177716,0,0,0,0,0,0,12,0,0,0,0,0,0,25
c84270_flag,numerical,2,NA,2,70883,0,0,1090,64,1026,0.05871559633027523,0.00546740147163227,0.015377452985906353,0.0206052801030264,0.01513787863139413,0.015377452985906353,0.0206052801030264,0.01513787863139413,0.35554662248964236,0.0091,0.0091,0.01546,0.06787859884836851,1.36877221177716,0,0,0,0,0,0,1,0,0,0,0,0,0,1
c84270_index_max_dd,numerical,419,Date_Difference,419,1090,69793,0.9846225470140937,922,50,872,0.05422993492407809,0.003232153670571558,0.013007350140372163,0.016097875080489377,0.012865721409917819,170.76146788990826,125.609375,173.57797270955166,0.280909963484722,-0.05345,0.05345,0.07773,0.22295595611285265,0.6307339449541285,0,0,9,68,145.25,382.7000000000001,690,0,0,11.25,77.5,287.5,500,730
c84270_index_min_dd,numerical,497,Date_Difference,497,1090,69793,0.9846225470140937,975,52,923,0.05333333333333334,0.003123601022523001,0.013755061157118068,0.01674179008370895,0.013618189061185948,256.49174311926606,215.984375,259.01851851851853,0.16777983959705126,-0.04765,0.04765,0.11592,0.2933263274336283,0.4835680751173709,0,0,13.5,157.5,368.75,561.1000000000001,707,0,0.5,33,196,461,636,730
c84270_max_min_dd,numerical,252,Date_Difference,252,1090,69793,0.9846225470140937,321,20,301,0.06230529595015576,0.001998115462946594,0.004528589365574256,0.00643915003219575,0.004441034569249156,85.7302752293578,90.375,85.44054580896686,0.057557895129016996,0.01005,0.01005,0.74041,0.8742638602372357,1.0948353971609786,0,0,0,0,126.25,369.80000000000024,618,0,0,0,0,81.75,368,716
c84402_claim_cnt,numerical,12,NA,12,70883,0,0,1048,85,963,0.08110687022900763,0.013158027868769025,0.014784927274522805,0.027366387636831937,0.014208359768062912,0.021627188465499485,0.04024468770122344,0.02077400888206914,0.9002871015904204,0.0223,0.0223,0,0,1.952132923464444,0,0,0,0,0,0,7,0,0,0,0,0,0,14
c84402_flag,numerical,2,NA,2,70883,0,0,1048,85,963,0.08110687022900763,0.013158027868769025,0.014784927274522805,0.027366387636831937,0.014208359768062912,0.014784927274522805,0.027366387636831937,0.014208359768062912,0.8899622990667507,0.02232,0.02232,0,0,1.952132923464444,0,0,0,0,0,0,1,0,0,0,0,0,0,1
c84402_index_max_dd,numerical,467,Date_Difference,467,1048,69835,0.9852150727254771,929,73,856,0.07857911733046287,0.010873244490347456,0.013106104425602753,0.02350289761751449,0.012629653127167033,211.27958015267177,178.5529411764706,214.16822429906543,0.16856945236666523,-0.05684,0.05684,0.06584,0.19935009927200528,0.7604166666666666,0,0,13,85,281,597.0000000000002,701,0,0,27.5,130,368.5,562,729
c84402_index_min_dd,numerical,504,Date_Difference,504,1048,69835,0.9852150727254771,946,75,871,0.07928118393234672,0.011295845478488166,0.01334593626116276,0.02414681262073406,0.012850967142245895,263.4074427480916,232.95294117647057,266.0955347871236,0.12582254041450444,-0.04478,0.04478,0.14745,0.34208100912778905,0.7921928817451206,0,0,18,149,398,635.8000000000002,727,0,1,49,216,462.5,623.6000000000001,730
c84402_max_min_dd,numerical,184,Date_Difference,184,1048,69835,0.9852150727254771,225,18,207,0.08,0.0027411016208878855,0.003174244882411862,0.005795235028976175,0.0030541334080882894,52.12786259541985,54.4,51.927310488058154,0.047435083443438636,-0.00115,0.00115,0.97033,0.9830070305580159,0.9811810512654121,0,0,0,0,0,251.40000000000092,702,0,0,0,0,0,206.20000000000027,716
c84403_claim_cnt,numerical,24,NA,24,70883,0,0,8041,603,7438,0.07499067280189031,0.08439813052693039,0.11344045821988347,0.19414037347070187,0.10974224294377148,0.219855254433362,0.42949130714745654,0.21024831432491847,0.9972151604363428,0.05534,0.05534,0,0,1.9543322414823106,0,0,0,0,0,1,13,0,0,0,0,0,1,28
c84403_flag,numerical,2,NA,2,70883,0,0,8041,603,7438,0.07499067280189031,0.08439813052693039,0.11344045821988347,0.19414037347070187,0.10974224294377148,0.11344045821988347,0.19414037347070187,0.10974224294377148,0.7439861567143896,0.05447,0.05447,0,0,1.9543322414823106,0,0,0,0,0,1,1,0,0,0,0,0,1,1
c84403_index_max_dd,numerical,705,Date_Difference,705,8041,62842,0.8865595417801165,6152,454,5698,0.07379713914174252,0.06209888853621999,0.08679090896265677,0.14616870573084353,0.08406981719462354,130.78099738838452,108.87562189054727,132.55687012637807,0.18107560508583556,-0.0283,0.0283,0.01115,0.05231923076923077,0.9304571720679105,0,0,1,27,134.5,355.80000000000007,721,0,0,2,40,195.75,443,730
c84403_index_min_dd,numerical,731,Date_Difference,731,8041,62842,0.8865595417801165,6758,502,6256,0.07428233205090264,0.06931996725255613,0.09534020851261939,0.16162266580811332,0.0923026985555572,234.90274841437633,236.37313432835822,234.78354396343104,0.006767014756775366,6e-4,6e-4,0.95725,0.9752836709706145,0.9390810564432401,0,0,15,161,424.5,640.6000000000001,727,0,0,15,141,430.75,631,730
c84403_max_min_dd,numerical,682,Date_Difference,682,8041,62842,0.8865595417801165,2882,248,2634,0.08605135322692574,0.040982719351379204,0.04065855000493771,0.0798454603992273,0.03886274104784809,104.1217510259918,127.49751243781094,102.22667383705297,0.24270470244444542,0.03472,0.03472,0.00185,0.012160560344827586,1.2741206540686794,0,0,0,0,189,514.0000000000003,724,0,0,0,0,127,413,730
c84436_claim_cnt,numerical,10,NA,10,70883,0,0,1307,43,1264,0.03289977046671767,0.004805221768091204,0.01843883582805468,0.013844172569220863,0.018649394337312067,0.027227967213577304,0.02189311010946555,0.027472446405122683,0.20491196613733909,-0.00731,0.00731,0.05157,0.1663313953488372,0.7387218103373462,0,0,0,0,0,0,6,0,0,0,0,0,0,9
c84436_flag,numerical,2,NA,2,70883,0,0,1307,43,1264,0.03289977046671767,0.004805221768091204,0.01843883582805468,0.013844172569220863,0.018649394337312067,0.01843883582805468,0.013844172569220863,0.018649394337312067,0.2606033164404046,-0.00731,0.00731,0.05159,0.1663313953488372,0.7387218103373462,0,0,0,0,0,0,1,0,0,0,0,0,0,1
c84436_index_max_dd,numerical,562,Date_Difference,562,1307,69576,0.9815611641719453,1266,41,1225,0.03238546603475513,0.00487372033210574,0.017860417871704077,0.013200257566001287,0.018073977898107028,256.98087222647285,254.72093023255815,257.05775316455697,0.00909337302715442,-0.00229,0.00229,0.93422,0.9636480500450857,0.65265306122448985,0,10.600000000000001,88,173,439,540.8000000000001,730,0,17.30000000000001,70,204.5,426,597.7,729
c84436_index_min_dd,numerical,594,Date_Difference,594,1307,69576,0.9815611641719453,1274,41,1233,0.03218210361067504,0.004991754473481134,0.017973279911967607,0.013200257566001287,0.01819201203948242,339.8645753634277,344.6744186046512,339.7009493670886,0.014633679406699896,0.00227,0.00227,0.93471,0.9637814401622719,0.5154095701540957,0,13.400000000000002,125,427,545,660.2,730,0,25,110.75,350,544.25,658,730
c84436_max_min_dd,numerical,258,Date_Difference,258,1307,69576,0.9815611641719453,334,11,323,0.03293413173652695,0.0012240959403238224,0.004711990181002497,0.0035415325177076628,0.004765628458031485,82.88370313695486,89.95348837209302,82.64319620253164,0.08819939135057761,0.00239,0.00239,0.93126,0.9636480500450857,1.0014512383900929,0,0,0,0,56,397.20000000000016,634,0,0,0,0,17,388.70000000000005,683
c84439_claim_cnt,numerical,15,NA,15,70883,0,0,3903,156,3747,0.03996925441967717,0.005058870715572761,0.0550625678935711,0.050225370251126854,0.055284240966699615,0.08743986569417209,0.08692852543464263,0.08746329875916609,0.006115898283671483,-0.00441,0.00441,0.2399,0.46303318584070796,0.9036544489829151,0,0,0,0,0,0,9,0,0,0,0,0,0,15
